I	At1	At2	Class
1864	-0.721	1.19	-1.0
2294	-0.7659999999999999	1.06	-1.0
5121	-1.15	-0.0498	1.0
3012	1.63	-0.539	-1.0
1517	1.47	1.39	1.0
781	0.792	0.988	-1.0
3139	0.981	0.26	1.0
4671	0.00275	-0.0555	1.0
3308	0.57	1.42	-1.0
871	-0.7759999999999999	-1.26	-1.0
3658	0.527	-1.13	-1.0
4747	-0.00948	-0.336	1.0
4141	-1.02	-1.19	-1.0
2032	-0.753	1.1	-1.0
2346	-0.00515	1.75	-1.0
3130	1.44	-0.0447	-1.0
1694	-0.21	0.11	1.0
1290	1.35	0.644	-1.0
1124	-1.63	0.10099999999999999	-1.0
5088	-0.153	-1.2	-1.0
2470	1.5	-0.38	-1.0
3466	-0.494	-1.22	-1.0
3823	-0.932	-1.15	-1.0
1935	0.37200000000000005	1.6	-1.0
4368	-0.8140000000000001	0.23	1.0
1567	-0.102	-0.306	1.0
3741	1.26	-1.03	1.0
3143	0.47200000000000003	0.0979	1.0
4895	-0.987	-0.863	1.0
2196	-1.03	0.6809999999999999	-1.0
1214	-1.52	0.506	-1.0
254	-0.531	-1.27	-1.0
3446	-1.19	-1.32	-1.0
4954	-1.11	-0.821	1.0
2359	-0.826	0.682	-1.0
4511	0.0722	1.8	-1.0
3875	-0.0897	-0.115	1.0
2906	-0.792	-0.132	1.0
1277	1.51	1.59	1.0
5267	-1.13	0.41100000000000003	1.0
851	0.802	0.431	1.0
4144	1.16	-1.1	1.0
2031	-0.621	1.52	-1.0
1058	0.1	-1.48	-1.0
1014	-0.10300000000000001	-1.71	-1.0
4351	0.621	1.32	1.0
151	-1.62	0.102	-1.0
2800	1.09	1.21	-1.0
1107	-0.6509999999999999	0.369	1.0
903	-0.5760000000000001	-0.46299999999999997	1.0
1829	-1.02	0.883	-1.0
2739	0.28	0.429	1.0
4525	0.032	-1.5	-1.0
1730	-1.49	0.7440000000000001	-1.0
4010	1.3	-0.34600000000000003	-1.0
1882	1.1	0.45799999999999996	-1.0
2352	-0.316	-1.36	-1.0
579	-0.22699999999999998	-1.19	-1.0
4583	-0.787	-0.113	1.0
1502	-0.892	1.02	-1.0
2727	-0.0677	-0.39399999999999996	1.0
4814	1.25	-0.146	1.0
3702	0.5660000000000001	-0.977	1.0
5133	1.08	0.0163	-1.0
39	1.13	1.48	-1.0
3895	-0.758	0.794	-1.0
1170	0.996	1.04	-1.0
1494	0.552	0.9420000000000001	-1.0
4444	0.284	1.86	-1.0
4430	0.6890000000000001	-0.187	1.0
4758	-1.82	-0.341	1.0
419	0.10300000000000001	0.32899999999999996	1.0
5042	1.67	0.0877	-1.0
4501	0.304	1.61	-1.0
2988	-0.0202	-1.26	-1.0
2693	0.501	0.0251	1.0
2575	-0.109	-1.32	-1.0
2610	0.737	-0.183	1.0
3858	-0.10400000000000001	0.48	1.0
1546	0.495	1.54	-1.0
1393	0.904	0.97	-1.0
3284	-0.0685	0.9309999999999999	-1.0
3227	-0.987	-0.8140000000000001	1.0
4684	-0.434	-1.1	-1.0
2940	0.342	-0.701	-1.0
3497	-1.17	0.564	1.0
2534	2.69	1.12	1.0
3510	0.635	0.5589999999999999	1.0
4498	1.5	1.5	1.0
3259	0.745	0.366	-1.0
3881	0.163	-1.13	-1.0
3200	0.833	-0.593	1.0
911	0.374	-1.39	-1.0
5245	-1.52	-1.23	1.0
1788	-0.0529	-0.0168	1.0
5185	-0.904	-0.203	1.0
4077	1.54	-0.7490000000000001	-1.0
4472	0.16	-0.616	1.0
3367	-1.42	0.624	-1.0
5085	-0.7909999999999999	-1.26	-1.0
480	-0.0508	-1.19	-1.0
4328	1.31	0.20800000000000002	-1.0
1184	0.785	0.17300000000000001	-1.0
2271	0.5529999999999999	-0.159	1.0
2432	-1.07	-0.622	1.0
2287	0.955	-0.23	1.0
2958	0.9740000000000001	-1.47	1.0
4905	0.235	1.48	1.0
428	-0.843	1.4	-1.0
1666	-0.612	-1.42	-1.0
2041	-0.41600000000000004	-0.941	-1.0
852	0.9129999999999999	-0.318	1.0
2005	-1.34	0.805	-1.0
1770	0.249	-0.451	1.0
4694	0.0561	-0.479	1.0
378	-1.06	0.496	1.0
2333	-1.59	0.17600000000000002	-1.0
3015	-1.78	-1.07	1.0
983	0.40700000000000003	1.67	1.0
2640	0.303	-1.18	-1.0
1949	-1.67	-0.00451	1.0
644	-0.374	-1.08	-1.0
3500	0.264	-0.605	1.0
3252	1.19	-0.278	-1.0
3011	-1.19	-1.14	1.0
5179	-0.153	-1.22	-1.0
5024	-0.172	-1.31	-1.0
2978	1.05	-1.05	1.0
2577	0.38299999999999995	-0.987	-1.0
660	-0.151	1.66	-1.0
1030	1.62	-0.919	-1.0
3589	-0.259	1.52	-1.0
939	0.134	-0.922	-1.0
2849	-1.53	0.39	-1.0
615	-0.8	-0.282	1.0
2270	-1.17	0.222	1.0
503	0.682	1.5	-1.0
2494	-0.903	-0.988	-1.0
3243	1.07	0.441	-1.0
2081	-0.48100000000000004	-0.904	-1.0
4897	0.434	-0.18899999999999997	1.0
5256	-0.5820000000000001	-0.752	1.0
4263	1.05	-0.655	1.0
4537	-0.0932	0.47200000000000003	1.0
2407	0.41700000000000004	0.348	1.0
210	0.303	-0.14300000000000002	1.0
3724	0.204	-1.29	-1.0
4109	1.12	-0.9079999999999999	1.0
4534	1.16	-1.24	1.0
233	1.19	0.113	1.0
4962	1.87	-1.16	-1.0
3904	0.624	-0.285	1.0
1973	1.05	-0.467	1.0
5278	-0.961	1.0	-1.0
131	0.77	1.4	-1.0
1904	-2.0	0.40299999999999997	-1.0
3616	0.91	0.8640000000000001	-1.0
5078	-0.5660000000000001	-1.33	-1.0
3897	1.45	-1.03	1.0
2016	0.196	1.08	-1.0
3202	-1.49	0.738	-1.0
3921	-0.139	-0.363	1.0
1610	0.174	-1.11	-1.0
89	0.27	0.0491	1.0
1507	-0.475	-1.02	-1.0
255	1.05	0.701	-1.0
793	-2.14	-0.47600000000000003	1.0
2285	1.09	0.812	-1.0
1785	-0.38299999999999995	0.6709999999999999	1.0
1204	0.535	1.4	-1.0
1217	0.74	1.53	1.0
2865	-0.0611	-1.4	-1.0
830	-0.8029999999999999	-0.705	-1.0
3465	-0.0254	-0.79	1.0
3374	-0.784	1.81	-1.0
2769	0.23800000000000002	-0.551	1.0
1209	-1.6	0.682	-1.0
3805	0.434	0.295	1.0
3119	-1.78	-0.5820000000000001	1.0
5180	-1.18	0.0302	1.0
2500	1.1	-0.374	1.0
1862	-0.139	-1.27	-1.0
4579	-1.13	0.9279999999999999	-1.0
1273	-0.455	-1.3	-1.0
3342	-0.153	1.97	1.0
5070	-0.00626	-0.9590000000000001	-1.0
2815	-1.26	-0.457	1.0
3688	-0.539	-1.39	-1.0
1887	1.38	0.583	-1.0
8	1.7	1.21	1.0
2117	-0.755	-0.759	1.0
260	0.0692	-0.828	-1.0
3675	-1.93	-0.315	1.0
3063	1.24	0.608	-1.0
778	0.154	-0.653	1.0
4805	1.18	0.507	-1.0
1738	0.308	-1.34	-1.0
302	-0.509	-1.41	-1.0
1525	0.6459999999999999	1.82	1.0
4844	-1.14	0.8490000000000001	-1.0
3325	0.0727	-1.46	-1.0
1095	-0.76	-0.862	-1.0
5251	-0.402	-1.11	-1.0
3963	-1.84	-0.284	1.0
4798	-1.54	-0.6409999999999999	1.0
3141	-0.8490000000000001	-0.187	1.0
1056	-0.0662	-0.479	1.0
1388	-0.221	0.12	1.0
1218	0.451	-0.008329999999999999	1.0
2296	0.6	-0.38	1.0
736	-1.7	-0.845	1.0
4679	-1.53	0.679	-1.0
3294	1.72	-0.47100000000000003	-1.0
360	1.29	-1.43	1.0
2714	-0.785	-1.11	-1.0
4176	-0.568	-0.873	-1.0
1345	0.753	1.84	-1.0
602	2.21	1.02	1.0
3212	1.98	0.41700000000000004	-1.0
2973	-0.21899999999999997	0.128	1.0
4913	0.409	1.45	-1.0
4112	-0.625	-0.675	-1.0
1291	-0.7440000000000001	0.196	1.0
3635	0.168	1.97	1.0
269	1.05	0.45299999999999996	-1.0
2035	0.22699999999999998	1.71	1.0
1800	-0.57	0.502	1.0
2886	-1.65	-2.05	1.0
1482	1.27	-0.159	-1.0
4490	-0.996	-0.9840000000000001	1.0
1473	0.10099999999999999	-1.39	-1.0
1175	1.93	1.34	1.0
4	-1.09	0.43700000000000006	1.0
4379	-0.752	0.342	1.0
3642	2.51	0.9009999999999999	1.0
3989	-0.7140000000000001	-1.65	-1.0
470	1.23	-0.493	-1.0
2606	0.159	0.586	1.0
3824	0.23	-1.15	-1.0
633	-0.8170000000000001	-1.19	-1.0
829	2.46	1.23	1.0
4841	-0.26899999999999996	1.6	-1.0
2639	-0.172	-0.6759999999999999	1.0
2143	0.9329999999999999	0.711	-1.0
2637	-0.353	-0.836	-1.0
3084	-0.917	-1.08	-1.0
2417	-0.58	1.34	-1.0
3663	1.02	-0.35100000000000003	1.0
1797	-1.55	0.588	-1.0
380	0.866	-0.917	1.0
4608	-0.6779999999999999	-0.41700000000000004	1.0
593	0.13	1.38	-1.0
1148	0.32299999999999995	-0.7959999999999999	1.0
2114	0.18	-0.0627	1.0
308	-2.34	0.24600000000000002	-1.0
2908	-1.39	-1.35	1.0
2201	1.18	0.597	-1.0
59	0.526	1.48	-1.0
551	-0.297	-0.467	1.0
2688	0.74	0.203	1.0
2398	-0.78	-0.43	1.0
1774	-1.2	1.43	-1.0
3727	-1.34	0.626	-1.0
4067	-0.0169	-0.9390000000000001	-1.0
4280	0.762	-0.33399999999999996	1.0
698	-0.623	1.24	-1.0
3578	-1.46	-0.10800000000000001	1.0
2104	-1.32	-0.146	1.0
1667	-0.201	0.287	1.0
4127	0.0439	2.03	1.0
1005	1.18	0.0819	-1.0
3445	-1.19	1.23	-1.0
4282	-0.726	-1.17	-1.0
391	-0.0978	-0.424	1.0
2759	1.07	-1.38	1.0
1031	0.9179999999999999	0.82	-1.0
544	-0.134	-1.1	-1.0
4687	1.19	0.309	-1.0
5269	-0.415	0.256	1.0
1199	-1.52	0.946	-1.0
2612	0.953	1.14	1.0
1531	-0.162	-0.33399999999999996	1.0
3177	0.915	-1.27	1.0
2463	-0.82	-0.76	1.0
1446	-1.15	0.7290000000000001	-1.0
2337	0.188	0.914	-1.0
3181	-1.48	0.74	-1.0
3870	-0.218	-1.05	-1.0
3452	-0.652	-1.54	-1.0
4761	-0.261	0.204	1.0
875	-1.42	-1.51	1.0
3405	0.617	-0.585	1.0
4605	-0.514	-1.21	-1.0
3935	1.16	-0.35700000000000004	1.0
4944	-1.93	-0.92	1.0
384	-0.893	-1.27	-1.0
3432	1.19	-1.67	1.0
1285	-0.0866	-1.37	-1.0
2454	0.369	1.69	-1.0
2000	1.21	0.0512	-1.0
1809	0.6709999999999999	0.18100000000000002	1.0
1135	0.604	-0.7090000000000001	1.0
2356	1.16	-1.3	1.0
403	0.975	1.48	-1.0
1772	-0.237	-0.0378	1.0
3715	-0.527	0.887	-1.0
4510	-0.7140000000000001	-0.161	1.0
4858	0.826	0.84	-1.0
729	-0.11800000000000001	1.7	1.0
1553	1.08	0.925	-1.0
1244	0.526	1.36	1.0
864	1.51	-1.15	1.0
1542	-0.213	0.77	1.0
4612	-0.7559999999999999	-0.679	-1.0
4432	-1.47	0.52	-1.0
200	0.174	1.92	-1.0
4079	-0.851	-1.26	-1.0
2931	0.318	1.82	1.0
4434	-1.94	-0.7609999999999999	1.0
4749	-1.28	0.5589999999999999	-1.0
862	0.659	-0.057	1.0
3115	0.637	1.55	1.0
173	-1.68	1.08	-1.0
5059	-0.32799999999999996	0.23199999999999998	1.0
2122	-0.0571	-1.5	-1.0
4359	0.762	0.344	-1.0
4023	-0.298	-1.16	-1.0
4208	-0.077	1.87	1.0
1281	1.75	-1.03	-1.0
1896	0.6609999999999999	0.0147	1.0
4134	1.32	0.218	-1.0
1659	1.01	1.82	1.0
2597	-0.912	1.34	-1.0
1675	-0.8690000000000001	0.625	-1.0
2853	-1.4	-0.386	1.0
4775	-0.35600000000000004	-0.0513	1.0
2954	-1.82	-1.78	1.0
2613	-0.284	-1.02	-1.0
2320	-1.45	0.377	-1.0
2884	-0.44	1.22	-1.0
3948	1.35	0.677	-1.0
3899	0.462	1.89	-1.0
3222	-0.6920000000000001	0.759	1.0
3101	0.48700000000000004	1.45	-1.0
1696	1.68	-0.47200000000000003	-1.0
2240	0.17	-0.7190000000000001	-1.0
5275	-1.47	-0.0358	1.0
3364	-0.267	-0.8959999999999999	-1.0
